"FIPS","FSA County","Program Year","Pasture Type","Qualifying Drought Event","Qualifying Date","Drought Factor","Maximum Eligible Payment Months","Payment Factor"
"06071","06071",2025,"Full Season Improved Pasture","D3b","2024-12-09",4,5,5
"06071","06071",2025,"Full Season Improved Pasture","D4a","2025-03-04",4,5,5
"06071","06071",2025,"Full Season Improved Pasture","D4b","2025-03-31",5,5,5
"06071","06071",2025,"Long Season Small Grains","D4a","2025-04-01",4,3,3
"06071","06071",2025,"Long Season Small Grains","D4b","2025-04-28",5,3,3
"06071","06071",2025,"Long Season Small Grains","D3a","2025-05-06",3,3,3
"06071","06071",2025,"Long Season Small Grains","D3b","2025-06-02",4,3,3
"06071","06071",2025,"Native Pasture","D3a","2024-11-12",3,5,5
"06071","06071",2025,"Native Pasture","D3b","2024-12-09",4,5,5
"06071","06071",2025,"Native Pasture","D4a","2025-03-04",4,5,5
"06071","06071",2025,"Native Pasture","D4b","2025-03-31",5,5,5
"06073","06073",2025,"Full Season Improved Pasture","D3a","2025-01-21",3,5,4
"06073","06073",2025,"Full Season Improved Pasture","D3b","2025-02-17",4,5,4
"06073","06073",2025,"Long Season Small Grains","D3a","2025-04-01",3,3,3
"06073","06073",2025,"Long Season Small Grains","D3b","2025-04-28",4,3,3
"06073","06073",2025,"Native Pasture","D3a","2025-01-21",3,5,4
"06073","06073",2025,"Native Pasture","D3b","2025-02-17",4,5,4
"06083","06083",2025,"Full Season Improved Pasture","D3a","2025-02-04",3,5,4
"06083","06083",2025,"Full Season Improved Pasture","D3b","2025-03-03",4,5,4
"06083","06083",2025,"Full Season Improved Pasture","D2","2025-05-12",1,5,4
"06083","06083",2025,"Long Season Small Grains","D2","2025-05-26",1,3,1
"06083","06083",2025,"Native Pasture","D3a","2025-02-04",3,5,4
"06083","06083",2025,"Native Pasture","D3b","2025-03-03",4,5,4
"06083","06083",2025,"Native Pasture","D2","2025-05-12",1,5,4
"06111","06111",2025,"Full Season Improved Pasture","D3a","2025-02-04",3,5,4
"06111","06111",2025,"Full Season Improved Pasture","D3b","2025-03-03",4,5,4
"06111","06111",2025,"Full Season Improved Pasture","D2","2025-05-12",1,5,4
"06111","06111",2025,"Long Season Small Grains","D2","2025-05-26",1,3,1
"06111","06111",2025,"Native Pasture","D3a","2025-02-04",3,5,4
"06111","06111",2025,"Native Pasture","D3b","2025-03-03",4,5,4
"06111","06111",2025,"Native Pasture","D2","2025-05-12",1,5,4
"08007","08007",2025,"Forage Sorghum","D3a","2025-07-15",3,2,2
"08007","08007",2025,"Forage Sorghum","D3b","2025-08-11",4,2,2
"08007","08007",2025,"Full Season Improved Pasture","D3a","2025-05-15",3,4,4
"08007","08007",2025,"Full Season Improved Pasture","D3b","2025-06-16",4,4,4
"08007","08007",2025,"Long Season Small Grains","D3a","2025-02-25",3,5,4
"08007","08007",2025,"Long Season Small Grains","D3b","2025-03-24",4,5,4
"08007","08007",2025,"Native Pasture","D3a","2025-05-15",3,5,4
"08007","08007",2025,"Native Pasture","D3b","2025-06-16",4,5,4
"08007","08007",2025,"Short Season Small Grains","D3a","2025-02-25",3,4,3
"08007","08007",2025,"Short Season Spring Small Grains","D3a","2025-06-01",3,2,2
"08007","08007",2025,"Short Season Spring Small Grains","D3b","2025-06-30",4,2,2
"08013","08013",2025,"Forage Sorghum","D2","2025-10-13",1,3,1
"08013","08013",2025,"Full Season Improved Pasture","D2","2025-10-13",1,5,1
"08013","08013",2025,"Long Season Small Grains","D3a","2024-11-01",3,5,3
"08013","08013",2025,"Long Season Small Grains","D2","2025-01-06",1,5,3
"08013","08013",2025,"Native Pasture","D2","2025-10-13",1,5,1
"08013","08013",2025,"Short Season Small Grains","D3a","2024-11-01",3,4,3
"08013","08013",2025,"Short Season Small Grains","D2","2025-01-06",1,4,3
"08014","08014",2025,"Long Season Small Grains","D3a","2024-11-01",3,5,3
"08014","08014",2025,"Long Season Small Grains","D2","2025-01-06",1,5,3
"08014","08014",2025,"Short Season Small Grains","D3a","2024-11-01",3,4,3
"08014","08014",2025,"Short Season Small Grains","D2","2025-01-06",1,4,3
"08015","08015",2025,"Forage Sorghum","D3a","2025-07-15",3,2,2
"08015","08015",2025,"Forage Sorghum","D3b","2025-08-11",4,2,2
"08015","08015",2025,"Full Season Improved Pasture","D3a","2025-07-15",3,5,4
"08015","08015",2025,"Full Season Improved Pasture","D3b","2025-08-11",4,5,4
"08015","08015",2025,"Native Pasture","D3a","2025-07-15",3,5,4
"08015","08015",2025,"Native Pasture","D3b","2025-08-11",4,5,4
"08015","08015",2025,"Short Season Spring Small Grains","D3a","2025-07-15",3,2,2
"08019","08019",2025,"Long Season Small Grains","D3a","2024-11-01",3,5,3
"08019","08019",2025,"Short Season Small Grains","D3a","2024-11-01",3,4,3
"08021","08021",2025,"Forage Sorghum","D3a","2025-07-15",3,2,2
"08021","08021",2025,"Forage Sorghum","D3b","2025-08-11",4,2,2
"08021","08021",2025,"Full Season Improved Pasture","D3a","2025-05-01",3,5,4
"08021","08021",2025,"Full Season Improved Pasture","D3b","2025-06-02",4,5,4
"08021","08021",2025,"Long Season Small Grains","D3a","2025-02-25",3,5,4
"08021","08021",2025,"Long Season Small Grains","D3b","2025-03-24",4,5,4
"08021","08021",2025,"Native Pasture","D3a","2025-05-01",3,5,4
"08021","08021",2025,"Native Pasture","D3b","2025-06-02",4,5,4
"08021","08021",2025,"Short Season Small Grains","D3a","2025-02-25",3,4,3
"08021","08021",2025,"Short Season Spring Small Grains","D3a","2025-05-15",3,2,2
"08021","08021",2025,"Short Season Spring Small Grains","D3b","2025-06-16",4,2,2
"08029","08029",2025,"Forage Sorghum","D3a","2025-07-15",3,3,3
"08029","08029",2025,"Forage Sorghum","D3b","2025-08-11",4,3,3
"08029","08029",2025,"Forage Sorghum","D4a","2025-08-12",4,3,3
"08029","08029",2025,"Full Season Improved Pasture","D3a","2025-04-29",3,5,4
"08029","08029",2025,"Full Season Improved Pasture","D3b","2025-05-26",4,5,4
"08029","08029",2025,"Full Season Improved Pasture","D4a","2025-08-12",4,5,4
"08029","08029",2025,"Long Season Small Grains","D2","2025-04-28",1,5,3
"08029","08029",2025,"Long Season Small Grains","D3a","2025-04-29",3,5,3
"08029","08029",2025,"Native Pasture","D3a","2025-04-29",3,5,4
"08029","08029",2025,"Native Pasture","D3b","2025-05-26",4,5,4
"08029","08029",2025,"Native Pasture","D4a","2025-08-12",4,5,4
"08029","08029",2025,"Native Pasture","D2","2025-12-08",1,5,4
"08029","08029",2025,"Short Season Spring Small Grains","D3a","2025-05-15",3,2,2
"08029","08029",2025,"Short Season Spring Small Grains","D3b","2025-06-16",4,2,2
"08033","08033",2025,"Forage Sorghum","D3a","2025-08-19",3,3,3
"08033","08033",2025,"Forage Sorghum","D3b","2025-09-15",4,3,3
"08033","08033",2025,"Full Season Improved Pasture","D2","2025-06-25",1,5,4
"08033","08033",2025,"Full Season Improved Pasture","D3a","2025-08-19",3,5,4
"08033","08033",2025,"Full Season Improved Pasture","D3b","2025-09-15",4,5,4
"08033","08033",2025,"Native Pasture","D2","2025-06-25",1,5,4
"08033","08033",2025,"Native Pasture","D3a","2025-08-19",3,5,4
"08033","08033",2025,"Native Pasture","D3b","2025-09-15",4,5,4
"08033","08033",2025,"Short Season Spring Small Grains","D2","2025-07-26",1,2,1
"08037","08037",2025,"Forage Sorghum","D3a","2025-07-15",3,2,2
"08037","08037",2025,"Forage Sorghum","D3b","2025-08-11",4,2,2
"08037","08037",2025,"Forage Sorghum","D4a","2025-08-12",4,2,2
"08037","08037",2025,"Full Season Improved Pasture","D3a","2025-07-01",3,4,4
"08037","08037",2025,"Full Season Improved Pasture","D3b","2025-07-28",4,4,4
"08037","08037",2025,"Full Season Improved Pasture","D4a","2025-08-12",4,4,4
"08037","08037",2025,"Native Pasture","D3a","2025-07-01",3,5,5
"08037","08037",2025,"Native Pasture","D3b","2025-07-28",4,5,5
"08037","08037",2025,"Native Pasture","D4a","2025-08-12",4,5,5
"08037","08037",2025,"Native Pasture","D4b","2025-12-29",5,5,5
"08037","08037",2025,"Short Season Spring Small Grains","D3a","2025-07-01",3,2,2
"08037","08037",2025,"Short Season Spring Small Grains","D3b","2025-07-28",4,2,2
"08045","08045",2025,"Forage Sorghum","D3a","2025-07-15",3,3,3
"08045","08045",2025,"Forage Sorghum","D3b","2025-08-11",4,3,3
"08045","08045",2025,"Forage Sorghum","D4a","2025-08-12",4,3,3
"08045","08045",2025,"Full Season Improved Pasture","D3a","2025-05-27",3,5,4
"08045","08045",2025,"Full Season Improved Pasture","D3b","2025-06-23",4,5,4
"08045","08045",2025,"Full Season Improved Pasture","D4a","2025-08-12",4,5,4
"08045","08045",2025,"Long Season Small Grains","D2","2025-04-28",1,5,1
"08045","08045",2025,"Native Pasture","D3a","2025-05-27",3,5,5
"08045","08045",2025,"Native Pasture","D3b","2025-06-23",4,5,5
"08045","08045",2025,"Native Pasture","D4a","2025-08-12",4,5,5
"08045","08045",2025,"Native Pasture","D4b","2025-12-29",5,5,5
"08045","08045",2025,"Short Season Spring Small Grains","D3a","2025-05-27",3,2,2
"08045","08045",2025,"Short Season Spring Small Grains","D3b","2025-06-23",4,2,2
"08047","08047",2025,"Long Season Small Grains","D3a","2024-11-01",3,5,3
"08047","08047",2025,"Short Season Small Grains","D3a","2024-11-01",3,4,3
"08049","08049",2025,"Forage Sorghum","D3a","2025-08-19",3,2,2
"08049","08049",2025,"Forage Sorghum","D3b","2025-09-15",4,2,2
"08049","08049",2025,"Full Season Improved Pasture","D2","2025-08-18",1,4,4
"08049","08049",2025,"Full Season Improved Pasture","D3a","2025-08-19",3,4,4
"08049","08049",2025,"Full Season Improved Pasture","D3b","2025-09-15",4,4,4
"08049","08049",2025,"Long Season Small Grains","D3a","2024-11-01",3,5,3
"08049","08049",2025,"Native Pasture","D2","2025-08-18",1,5,4
"08049","08049",2025,"Native Pasture","D3a","2025-08-19",3,5,4
"08049","08049",2025,"Native Pasture","D3b","2025-09-15",4,5,4
"08049","08049",2025,"Short Season Small Grains","D3a","2024-11-01",3,4,3
"08051","08051",2025,"Forage Sorghum","D3a","2025-07-15",3,2,2
"08051","08051",2025,"Forage Sorghum","D3b","2025-08-11",4,2,2
"08051","08051",2025,"Forage Sorghum","D4a","2025-08-12",4,2,2
"08051","08051",2025,"Full Season Improved Pasture","D3a","2025-05-27",3,4,4
"08051","08051",2025,"Full Season Improved Pasture","D3b","2025-06-23",4,4,4
"08051","08051",2025,"Full Season Improved Pasture","D4a","2025-08-12",4,4,4
"08051","08051",2025,"Native Pasture","D3a","2025-05-27",3,5,4
"08051","08051",2025,"Native Pasture","D3b","2025-06-23",4,5,4
"08051","08051",2025,"Native Pasture","D4a","2025-08-12",4,5,4
"08051","08051",2025,"Short Season Spring Small Grains","D3a","2025-05-27",3,2,2
"08051","08051",2025,"Short Season Spring Small Grains","D3b","2025-06-23",4,2,2
"08053","08053",2025,"Forage Sorghum","D3a","2025-08-19",3,2,2
"08053","08053",2025,"Forage Sorghum","D3b","2025-09-15",4,2,2
"08053","08053",2025,"Full Season Improved Pasture","D2","2025-07-09",1,4,4
"08053","08053",2025,"Full Season Improved Pasture","D3a","2025-08-19",3,4,4
"08053","08053",2025,"Full Season Improved Pasture","D3b","2025-09-15",4,4,4
"08053","08053",2025,"Native Pasture","D2","2025-07-09",1,5,4
"08053","08053",2025,"Native Pasture","D3a","2025-08-19",3,5,4
"08053","08053",2025,"Native Pasture","D3b","2025-09-15",4,5,4
"08053","08053",2025,"Short Season Spring Small Grains","D2","2025-07-09",1,2,1
"08057","08057",2025,"Forage Sorghum","D3a","2025-08-19",3,2,2
"08057","08057",2025,"Forage Sorghum","D3b","2025-09-15",4,2,2
"08057","08057",2025,"Full Season Improved Pasture","D2","2025-08-18",1,4,4
"08057","08057",2025,"Full Season Improved Pasture","D3a","2025-08-19",3,4,4
"08057","08057",2025,"Full Season Improved Pasture","D3b","2025-09-15",4,4,4
"08057","08057",2025,"Long Season Small Grains","D2","2024-12-26",1,5,1
"08057","08057",2025,"Native Pasture","D2","2025-08-18",1,5,4
"08057","08057",2025,"Native Pasture","D3a","2025-08-19",3,5,4
"08057","08057",2025,"Native Pasture","D3b","2025-09-15",4,5,4
"08057","08057",2025,"Short Season Small Grains","D2","2024-12-26",1,4,1
"08065","08065",2025,"Forage Sorghum","D3a","2025-08-05",3,2,2
"08065","08065",2025,"Forage Sorghum","D3b","2025-09-01",4,2,2
"08065","08065",2025,"Full Season Improved Pasture","D3a","2025-08-05",3,4,4
"08065","08065",2025,"Full Season Improved Pasture","D3b","2025-09-01",4,4,4
"08065","08065",2025,"Native Pasture","D3a","2025-08-05",3,5,4
"08065","08065",2025,"Native Pasture","D3b","2025-09-01",4,5,4
"08067","08067",2025,"Forage Sorghum","D3a","2025-08-19",3,3,3
"08067","08067",2025,"Forage Sorghum","D3b","2025-09-15",4,3,3
"08067","08067",2025,"Full Season Improved Pasture","D2","2025-06-25",1,5,4
"08067","08067",2025,"Full Season Improved Pasture","D3a","2025-08-19",3,5,4
"08067","08067",2025,"Full Season Improved Pasture","D3b","2025-09-15",4,5,4
"08067","08067",2025,"Long Season Small Grains","D2","2025-03-24",1,5,1
"08067","08067",2025,"Native Pasture","D2","2025-06-25",1,5,4
"08067","08067",2025,"Native Pasture","D3a","2025-08-19",3,5,4
"08067","08067",2025,"Native Pasture","D3b","2025-09-15",4,5,4
"08067","08067",2025,"Short Season Spring Small Grains","D2","2025-07-26",1,2,1
"08069","08069",2025,"Forage Sorghum","D3a","2025-09-09",3,3,3
"08069","08069",2025,"Full Season Improved Pasture","D3a","2025-09-09",3,5,3
"08069","08069",2025,"Long Season Small Grains","D3a","2024-11-01",3,5,4
"08069","08069",2025,"Long Season Small Grains","D3b","2024-12-02",4,5,4
"08069","08069",2025,"Native Pasture","D3a","2025-09-09",3,5,3
"08069","08069",2025,"Native Pasture","D2","2025-11-17",1,5,3
"08069","08069",2025,"Short Season Small Grains","D3a","2024-11-01",3,4,4
"08069","08069",2025,"Short Season Small Grains","D3b","2024-12-02",4,4,4
"08075","08075",2025,"Long Season Small Grains","D2","2025-02-17",1,5,1
"08075","08075",2025,"Short Season Small Grains","D2","2025-02-17",1,4,1
"08077","08077",2025,"Forage Sorghum","D3a","2025-07-15",3,3,3
"08077","08077",2025,"Forage Sorghum","D3b","2025-08-11",4,3,3
"08077","08077",2025,"Forage Sorghum","D4a","2025-08-12",4,3,3
"08077","08077",2025,"Full Season Improved Pasture","D3a","2025-04-29",3,5,4
"08077","08077",2025,"Full Season Improved Pasture","D3b","2025-05-26",4,5,4
"08077","08077",2025,"Full Season Improved Pasture","D4a","2025-08-12",4,5,4
"08077","08077",2025,"Long Season Small Grains","D2","2025-04-28",1,5,3
"08077","08077",2025,"Long Season Small Grains","D3a","2025-04-29",3,5,3
"08077","08077",2025,"Native Pasture","D3a","2025-04-29",3,5,4
"08077","08077",2025,"Native Pasture","D3b","2025-05-26",4,5,4
"08077","08077",2025,"Native Pasture","D4a","2025-08-12",4,5,4
"08077","08077",2025,"Native Pasture","D2","2025-12-08",1,5,4
"08077","08077",2025,"Short Season Spring Small Grains","D3a","2025-05-15",3,2,2
"08077","08077",2025,"Short Season Spring Small Grains","D3b","2025-06-16",4,2,2
"08079","08079",2025,"Forage Sorghum","D3a","2025-07-15",3,2,2
"08079","08079",2025,"Forage Sorghum","D3b","2025-08-11",4,2,2
"08079","08079",2025,"Full Season Improved Pasture","D3a","2025-05-15",3,4,4
"08079","08079",2025,"Full Season Improved Pasture","D3b","2025-06-16",4,4,4
"08079","08079",2025,"Long Season Small Grains","D2","2025-03-24",1,5,4
"08079","08079",2025,"Long Season Small Grains","D3a","2025-04-01",3,5,4
"08079","08079",2025,"Long Season Small Grains","D3b","2025-04-28",4,5,4
"08079","08079",2025,"Native Pasture","D3a","2025-05-15",3,5,4
"08079","08079",2025,"Native Pasture","D3b","2025-06-16",4,5,4
"08079","08079",2025,"Short Season Spring Small Grains","D3a","2025-05-15",3,2,2
"08079","08079",2025,"Short Season Spring Small Grains","D3b","2025-06-16",4,2,2
"08081","08081",2025,"Forage Sorghum","D3a","2025-07-15",3,3,3
"08081","08081",2025,"Forage Sorghum","D3b","2025-08-11",4,3,3
"08081","08081",2025,"Forage Sorghum","D4a","2025-08-12",4,3,3
"08081","08081",2025,"Full Season Improved Pasture","D3a","2025-07-01",3,5,4
"08081","08081",2025,"Full Season Improved Pasture","D3b","2025-07-28",4,5,4
"08081","08081",2025,"Full Season Improved Pasture","D4a","2025-08-12",4,5,4
"08081","08081",2025,"Native Pasture","D3a","2025-07-01",3,5,4
"08081","08081",2025,"Native Pasture","D3b","2025-07-28",4,5,4
"08081","08081",2025,"Native Pasture","D4a","2025-08-12",4,5,4
"08081","08081",2025,"Short Season Spring Small Grains","D3a","2025-07-01",3,2,2
"08081","08081",2025,"Short Season Spring Small Grains","D3b","2025-07-28",4,2,2
"08083","08083",2025,"Forage Sorghum","D3a","2025-08-19",3,3,3
"08083","08083",2025,"Forage Sorghum","D3b","2025-09-15",4,3,3
"08083","08083",2025,"Full Season Improved Pasture","D3a","2025-08-19",3,5,4
"08083","08083",2025,"Full Season Improved Pasture","D3b","2025-09-15",4,5,4
"08083","08083",2025,"Native Pasture","D3a","2025-08-19",3,5,4
"08083","08083",2025,"Native Pasture","D3b","2025-09-15",4,5,4
"08085","08085",2025,"Forage Sorghum","D3a","2025-07-15",3,3,3
"08085","08085",2025,"Forage Sorghum","D3b","2025-08-11",4,3,3
"08085","08085",2025,"Full Season Improved Pasture","D3a","2025-04-29",3,5,4
"08085","08085",2025,"Full Season Improved Pasture","D3b","2025-05-26",4,5,4
"08085","08085",2025,"Long Season Small Grains","D2","2025-04-28",1,5,3
"08085","08085",2025,"Long Season Small Grains","D3a","2025-04-29",3,5,3
"08085","08085",2025,"Native Pasture","D3a","2025-04-29",3,5,4
"08085","08085",2025,"Native Pasture","D3b","2025-05-26",4,5,4
"08085","08085",2025,"Native Pasture","D2","2025-12-08",1,5,4
"08091","08091",2025,"Forage Sorghum","D3a","2025-08-19",3,3,3
"08091","08091",2025,"Forage Sorghum","D3b","2025-09-15",4,3,3
"08091","08091",2025,"Full Season Improved Pasture","D2","2025-06-25",1,5,4
"08091","08091",2025,"Full Season Improved Pasture","D3a","2025-08-19",3,5,4
"08091","08091",2025,"Full Season Improved Pasture","D3b","2025-09-15",4,5,4
"08091","08091",2025,"Native Pasture","D2","2025-06-25",1,5,4
"08091","08091",2025,"Native Pasture","D3a","2025-08-19",3,5,4
"08091","08091",2025,"Native Pasture","D3b","2025-09-15",4,5,4
"08093","08093",2025,"Forage Sorghum","D3a","2025-08-19",3,2,2
"08093","08093",2025,"Forage Sorghum","D3b","2025-09-15",4,2,2
"08093","08093",2025,"Full Season Improved Pasture","D3a","2025-08-19",3,5,4
"08093","08093",2025,"Full Season Improved Pasture","D3b","2025-09-15",4,5,4
"08093","08093",2025,"Native Pasture","D3a","2025-08-19",3,5,4
"08093","08093",2025,"Native Pasture","D3b","2025-09-15",4,5,4
"08097","08097",2025,"Forage Sorghum","D3a","2025-07-15",3,2,2
"08097","08097",2025,"Forage Sorghum","D3b","2025-08-11",4,2,2
"08097","08097",2025,"Forage Sorghum","D4a","2025-08-12",4,2,2
"08097","08097",2025,"Full Season Improved Pasture","D3a","2025-05-27",3,4,4
"08097","08097",2025,"Full Season Improved Pasture","D3b","2025-06-23",4,4,4
"08097","08097",2025,"Full Season Improved Pasture","D4a","2025-08-12",4,4,4
"08097","08097",2025,"Native Pasture","D3a","2025-05-27",3,5,5
"08097","08097",2025,"Native Pasture","D3b","2025-06-23",4,5,5
"08097","08097",2025,"Native Pasture","D4a","2025-08-12",4,5,5
"08097","08097",2025,"Native Pasture","D4b","2025-12-29",5,5,5
"08097","08097",2025,"Short Season Spring Small Grains","D3a","2025-05-27",3,2,2
"08097","08097",2025,"Short Season Spring Small Grains","D3b","2025-06-23",4,2,2
"08103","08103",2025,"Forage Sorghum","D3a","2025-07-15",3,3,3
"08103","08103",2025,"Forage Sorghum","D3b","2025-08-11",4,3,3
"08103","08103",2025,"Forage Sorghum","D4a","2025-08-12",4,3,3
"08103","08103",2025,"Full Season Improved Pasture","D2","2025-06-25",1,5,4
"08103","08103",2025,"Full Season Improved Pasture","D3a","2025-07-01",3,5,4
"08103","08103",2025,"Full Season Improved Pasture","D3b","2025-07-28",4,5,4
"08103","08103",2025,"Full Season Improved Pasture","D4a","2025-08-12",4,5,4
"08103","08103",2025,"Long Season Small Grains","D2","2025-04-28",1,5,1
"08103","08103",2025,"Native Pasture","D2","2025-06-25",1,5,4
"08103","08103",2025,"Native Pasture","D3a","2025-07-01",3,5,4
